178|तस्य स्मरन्ती वचनमाशंसे विजयं तव
179|अथ वा मद्वचः श्रुत्वा तत्र यत्ता भविष्यथ
180|समीक्ष्य च समारम्भो विद्धि मूलं भवस्य तत्
181|तपसा तानि जीवन्ति इति तद्वित्त सुव्रताः
182|तस्मात्तात ब्रवीमि त्वां वक्ष्यामि च पुनः पुनः
183|व्यथिताः पन्नगाः सर्वे दानवाश्च सहस्रशः
184|ऊचतुश्च प्रभुं देवं ततस्तौ सहितौ तदा
185|यदा समर्थो यानाय नचिरेणैव भारत
186|तं कर्णः शरजालेन छादयामास मारिष
187|दर्शने मा कृथा बुद्धिं राघवस्य वरानने
188|न ते कुप्ये महासर्प न चात्मानं विगर्हये
189|अर्धं निहत्य सैन्यस्य कर्णो वैकर्तनो हतः
190|वासवो वा कुबेरो वा वरुणो वा जलेश्वरः
191|अतिथिः द्वारि तिष्ठेत आपो गृह्णाति यो नर
192|प्रयाचनं च शत्रूणां गमनं शरणस्य च
193|कासि कस्यासि किं चेह कुरुषे त्वं शुभानने
194|कदल्य इव वातेन धूयमानाः समन्ततः
195|अक्षश्च रथयोगी च सर्वयोगी महाबलः
196|ततो वर्षशते पूर्णे तस्य राज्ञो महात्मनः
197|अमृतं ह्यक्षयं दिव्यं क्षरन्ति च वहन्ति च
198|कोटीसहस्रं वर्षाणां त्रीणि कोटिशतानि च
199|स तु लब्ध्वा पुनः संज्ञां समुत्थाय महीतलात्
200|न चाहं समरे तात कृतवर्मा तथैव च
201|तामुवाच ततो माता सुतां सत्यवतीं तदा
202|एकधा च द्विधा चैव चतुर्धा च महाबलम्
203|सहदेवो मया नित्यं नकुलश्च निवारितौ
204|गोमतीं धूतपापां च वन्दनां च महानदीम्
205|यथोपदेशं नियता वर्तमाना वराङ्गने
206|विभीषणेन तत्रस्था निगृहीता यदृच्छया
207|तद्यदा मेघतो वारि पतितं भवति क्षितौ
208|तदा वसुमती देवी स्निग्धा भवति भारत
209|अवाप च परं कीटः पार्थ ब्रह्म सनातनम्
210|दिनानि दश भीष्मेण निघ्नता तावकं बलम्
211|शून्याः कृता रथोपस्था हताश्च गजवाजिनः
212|तपस्वी कोपनो विप्रो दुर्वासा नाम मे पितुः
213|तारश्चैव महातेजा हरियूथप यूथपाः
214|चेष्टितं यत्त्वया देवि भाषितं मम चाग्रतः
215|सा मया सह संगम्य पुनः कन्या भविष्यसि
216|शयिष्यसे हतो भूमौ यथापूर्वं खरस्तथा
217|दमस्तेजो वर्धयति पवित्रं दम उच्यते
218|विपाप्मा निर्भयो दान्तः पुरुषो विन्दते महत्
219|पुरा साङ्गस्य वेदस्य शक्तेरिव मया श्रुतः
